"","faggch","faggat","faggde","faggfr","faggit"
"2015-11-11 11:00:00",43.0515172413793,275.350447542186,502.619521677663,78.2120160736255,475
"2015-11-11 12:00:00",41.7493295019157,270.861534005038,506.793150767467,77.1376818013433,475
"2015-11-11 13:00:00",43.0790392193657,270.055438562124,517.060498802187,77.9735350483986,475
"2015-11-11 14:00:00",40.886355884025,290.645626067602,538.519917537341,75.5587366456961,475
"2015-11-11 15:00:00",42.1838560362743,280.754712823103,561.919545614199,73.2816424552859,475
"2015-11-11 16:00:00",42.9286389242232,268.871750440547,566.292926951295,77.9053902383802,475
"2015-11-11 17:00:00",44.0878110349802,244.836218813216,570.403277419746,81.3072380468738,475
"2015-11-11 18:00:00",46.5208762404044,242.754951417543,566.310028364078,80.3532113947696,475
"2015-11-11 19:00:00",44.0358292919496,258.318922366992,563.925944575599,75.7131982751607,475
"2015-11-11 20:00:00",43.8531021155411,254.602604572157,562.793489435538,67.9762816537468,475
"2015-11-11 21:00:00",42.4286131386861,231.024230282581,564.803151730933,62.6807925656537,475
"2015-11-11 22:00:00",34.5463448103792,232.755576530612,561.131831140224,61.6954368242307,475
"2015-11-11 23:00:00",25.2417971970321,231.860737738559,546.251087697238,57.5633817909062,475
"2015-11-12 00:00:00",22.15351809305,236.228723842903,529.876162589359,55.3550221025988,475
"2015-11-12 01:00:00",22.2417630057803,231.105866371503,511.798793263521,56.6076871835865,475
"2015-11-12 02:00:00",21.5469754529515,249.674914775494,512.875434226871,58.1629413129618,475
"2015-11-12 03:00:00",19.3890606595995,286.771528428949,511.377191105166,59.4034399259312,475
"2015-11-12 04:00:00",24.6264689265537,293.269716006885,534.555782347874,68.1246616780767,475
"2015-11-12 05:00:00",38.385226283725,254.054593768684,548.165743240997,85.1302373105877,475
"2015-11-12 06:00:00",46.4670620437956,237.450687783282,552.056472490779,92.798128700788,475
"2015-11-12 07:00:00",47.1290558126084,240.96049680327,561.117776755026,94.4605587565322,475
"2015-11-12 08:00:00",44.5644075337387,256.561885853138,553.990563819489,95.752403655145,475
"2015-11-12 09:00:00",44.0426105171916,271.021723317022,524.442582819428,95.2421835844217,475
"2015-11-12 10:00:00",45.9218810265539,257.163457193071,513.267670564644,97.420762580588,475
"2015-11-12 11:00:00",45.9705907031381,224.285670346096,513.746335226076,97.6982928240741,475
"2015-11-12 12:00:00",35.6495688829278,242.326445049581,536.939537526409,95.5740071366717,475
"2015-11-12 13:00:00",39.0727166064982,266.938278252831,575.02542479702,94.2384925166339,475
"2015-11-12 14:00:00",42.7563114906256,275.986153037629,613.011341230458,95.6032740016601,475
"2015-11-12 15:00:00",41.3422605295895,266.494071977665,640.354093137898,97.8557219325366,475
"2015-11-12 16:00:00",47.6397741106452,232.130648216353,624.717370795083,97.4293700846945,475
"2015-11-12 17:00:00",47.6679520414776,243.153194739896,622.380072313176,94.9910330957898,475
"2015-11-12 18:00:00",45.0629578053196,258.168757309941,618.327002644953,94.2787143189688,475
"2015-11-12 19:00:00",41.7004168403501,280.98100806024,619.668749620312,92.7267860367138,475
"2015-11-12 20:00:00",41.1815736245955,292.077977081841,615.925946305365,90.5860226986526,475
"2015-11-12 21:00:00",34.3945398917392,286.662079665175,607.463072118761,85.52697216991,475
"2015-11-12 22:00:00",28.8250342559605,296.106709426956,599.508347186319,79.672293250682,475
"2015-11-12 23:00:00",27.1497055524397,286.185950213486,597.003677476681,70.9093306136042,475
"2015-11-13 00:00:00",26.0940063547083,250.277242986022,588.908640745135,61.732864456653,475
"2015-11-13 01:00:00",28.7873919308357,254.605292059481,579.325336718457,60.4259360581788,475
"2015-11-13 02:00:00",28.6808369408369,257.237046579772,566.748388020533,61.6320340438959,475
"2015-11-13 03:00:00",28.437248615564,271.781432802666,549.559999116147,65.1155728172192,475
"2015-11-13 04:00:00",30.867885264342,312.208021566901,541.808547326166,72.6400461137587,475
"2015-11-13 05:00:00",33.0624532273152,275.098050970874,538.683099326707,85.1688965358272,475
"2015-11-13 06:00:00",44.501582161362,250.699223432092,521.427384425454,100.623426478568,475
"2015-11-13 07:00:00",45.192230713246,246.671750134849,501.749659758685,100.101659351088,475
"2015-11-13 08:00:00",43.3956306917264,272.58985306544,471.63489929218,100.136673529584,475
"2015-11-13 09:00:00",41.6225875486381,294.51064100716,454.635582029847,97.9667516845228,475
"2015-11-13 10:00:00",41.5200937260903,282.527332800202,442.578634807879,97.9914239245106,475
"2015-11-13 11:00:00",39.1167054591621,315.324153853153,429.009510348376,99.065467459052,475
"2015-11-13 12:00:00",38.4075228595179,326.770431789737,440.726372630709,97.4167539344896,475
"2015-11-13 13:00:00",38.7059712084347,315.166851194701,453.99813071239,94.6429124214829,475
"2015-11-13 14:00:00",39.289161908646,325.813687033582,475.645352514739,95.0305920655975,475
"2015-11-13 15:00:00",46.3306141154904,323.464143780641,483.516882934976,96.6786511768256,475
"2015-11-13 16:00:00",46.0786591437106,308.351423298912,471.276830012339,97.4968214980189,475
