"","TEFa","TEFb","TEFc","TEFd"
"2015-08-02 14:00:00",72.6912387173443,16.7016462053571,58.0753666855238,48.0145515163698
"2015-08-02 15:00:00",75.6194615840421,16.1089484864578,58.4734204163034,47.3056814652907
"2015-08-02 16:00:00",91.9497130930173,15.4695411392405,66.1449997663722,51.1485832997237
"2015-08-02 17:00:00",112.868548040991,45.0074611610793,85.2168228652925,68.8266751531025
"2015-08-02 18:00:00",120.716320602574,33.7973321067157,82.1584994440947,60.2569615094775
"2015-08-02 19:00:00",139.75502991694,33.7222789871168,93.8265264225966,68.1299429973795
"2015-08-02 20:00:00",133.766385479921,43.6692962796952,97.4968041953521,76.0971340806694
"2015-08-02 21:00:00",124.223091580519,25.0498001142204,86.8867850086227,65.0429438807805
"2015-08-02 22:00:00",109.602090235672,17.6662828947368,79.6265175195213,63.3987979204861
"2015-08-02 23:00:00",103.573438417308,14.4485430463576,75.2978817355821,60.3251222477648
"2015-08-03 00:00:00",112.875197090872,15.0423353949138,81.6838667306551,65.5734149891798
"2015-08-03 01:00:00",120.11795133266,14.4971937029432,83.5293105901516,65.4663831897994
"2015-08-03 02:00:00",122.748351013117,14.4929191716767,81.7686380428252,61.8705442655983
"2015-08-03 03:00:00",127.433875945507,14.4785903375248,85.9424529322771,66.0620543149891
"2015-08-03 04:00:00",138.607467656403,35.2486680873735,97.8293987670305,78.9132975417237
"2015-08-03 05:00:00",135.377380377494,42.7433333333333,97.4969198967609,78.8844558855877
"2015-08-03 06:00:00",125.799312801874,40.372036036036,89.2920657127529,68.5508237267266
"2015-08-03 07:00:00",117.175025363222,39.787641546271,86.9534719875942,69.0407143934462
"2015-08-03 08:00:00",118.902013487218,38.2772727272727,89.9289836098452,72.9119326666463
"2015-08-03 09:00:00",96.0069515399652,37.8877925117005,76.495551438815,65.4389808505397
"2015-08-03 10:00:00",115.072950971705,34.4439186467982,89.8374998518351,76.4305363874074
"2015-08-03 11:00:00",106.928286973038,43.2468796687291,86.7915871805966,76.3302831367816
"2015-08-03 12:00:00",121.642174202566,45.426991140383,96.3495091477068,83.6611681415591
"2015-08-03 13:00:00",134.966993609456,47.8475413786337,105.743470231845,91.2009246122045
"2015-08-03 14:00:00",133.10155076911,49.4976277877733,106.034225086496,92.2068353123189
"2015-08-03 15:00:00",120.102611371838,43.6401709401709,94.1343372967002,79.8867744875135
"2015-08-03 16:00:00",112.227574211792,40.3460522126711,81.8842058253387,63.4081614799728
"2015-08-03 17:00:00",116.112925338207,40.5773663697105,76.8255814551097,51.3494304957956
"2015-08-03 18:00:00",129.704159512716,40.6199458226404,79.4067424059866,46.6782586443207
"2015-08-03 19:00:00",130.03678682456,41.8812799043062,83.7921469310983,53.9352451939378
"2015-08-03 20:00:00",122.963411627095,45.4367872994196,87.2864704942784,64.9174158318524
"2015-08-03 21:00:00",139.879200323257,43.3209489344592,99.4079597701936,75.0116845165469
"2015-08-03 22:00:00",134.174115412349,38.9825281803543,100.302694220349,82.1533736021314
"2015-08-03 23:00:00",125.576726994756,33.4450344431688,94.8956880177752,79.1821919410985
"2015-08-04 00:00:00",119.51390014894,29.9871445153802,88.7911533460649,73.5553950334946
"2015-08-04 01:00:00",113.019495737793,18.2484654731458,80.1090289882988,63.9452719952191
"2015-08-04 02:00:00",116.19393555897,14.5092226613966,78.3294495696687,60.3321054507458
"2015-08-04 03:00:00",127.692660602323,32.5262449914139,91.6260115664159,74.3748445410537
"2015-08-04 04:00:00",143.913645983514,35.7396396396396,104.425454812783,85.7218813477486
"2015-08-04 05:00:00",130.750373680135,42.2538943248532,94.9884793886053,76.2328753164108
"2015-08-04 06:00:00",83.8279804375659,44.7051825677267,69.639169525501,61.8849363513691
"2015-08-04 07:00:00",49.625578178266,42.5768922852984,47.1983152835465,45.7359585931821
"2015-08-04 08:00:00",50.6351207033291,42.9436192109777,48.1255167010226,46.5503174253204
"2015-08-04 09:00:00",51.0644121972584,44.3093272171254,48.9973153246065,47.7428412617315
"2015-08-04 10:00:00",54.9633572481295,48.9156508061345,53.2511124944947,52.2923767484913
"2015-08-04 11:00:00",90.294012413647,54.3927612888482,79.8052807794724,74.0595339342911
"2015-08-04 12:00:00",100.435785136178,47.3263452131377,85.2008187433058,76.6150944753012
"2015-08-04 13:00:00",103.985442790265,46.0142689026184,84.055410197709,71.9475459710873
"2015-08-04 14:00:00",112.421458136314,44.2071322657177,86.7592221548536,71.0024247229536
"2015-08-04 15:00:00",124.946518921721,45.5654150878402,95.1260779559791,77.8071104769199
"2015-08-04 16:00:00",124.009159421631,46.6240007541478,95.2244066405704,78.7825856505139
"2015-08-04 17:00:00",120.701418743884,45.052823570677,90.9252263349281,73.0942712528913
"2015-08-04 18:00:00",133.650129069316,43.8366788990826,95.4218458731601,72.6995377055751
"2015-08-04 19:00:00",131.619132196557,45.1851450605949,98.3044065870029,78.7386043360495
"2015-08-04 20:00:00",144.366300799006,44.6069213313162,107.867387306557,86.9611381689054
"2015-08-04 21:00:00",145.268633857926,40.0698845265589,108.532312112527,87.9432797873964
"2015-08-04 22:00:00",155.948337975072,40.0636695906433,116.145253675047,95.0935356030489
"2015-08-04 23:00:00",151.63671355368,44.1858620689655,114.804687731435,95.7931582937666
"2015-08-05 00:00:00",138.411791752504,44.2082663316583,105.30935637616,88.3127945333131
"2015-08-05 01:00:00",136.830795922646,35.8343733333333,100.063966584328,81.5114600140977
"2015-08-05 02:00:00",148.056765779715,34.1369803063457,101.892222942883,79.5156114822616
"2015-08-05 03:00:00",145.214531941326,45.4126138189609,107.168511233767,88.3165347887705
"2015-08-05 04:00:00",172.317744024669,43.6085516559565,122.157867446456,97.2821009138806
"2015-08-05 05:00:00",163.163277343239,42.8782992930086,112.016795415021,85.4971582823052
"2015-08-05 06:00:00",145.76744268089,39.9566185141509,97.6060554132363,69.1319944705888
"2015-08-05 07:00:00",134.659577087491,43.0083765112263,98.6488848770874,76.5184401006595
"2015-08-05 08:00:00",136.209026784666,44.3532774674115,106.713723197835,89.3521553432245
"2015-08-05 09:00:00",132.343315165977,46.7107355516637,107.077063670872,92.638081014569
"2015-08-05 10:00:00",130.557826129726,42.4933130154177,103.820072494838,88.5509546357208
"2015-08-05 11:00:00",128.162393890472,40.8302393038434,102.058572514131,87.4145169386397
